初中英语单词|devise|英[dɪ'vaɪz] 美[dɪ'vaɪz]|v. 设计，发明|he devised a new method for teaching the blind.|他设计出一种教导盲人的新方法。|初中英语单词
初中英语单词|lost|英[lɒst] 美[lɔːst]|adj. 迷路的；丢失的；错过的；失败的；不知所措的；摧毁的；被杀死的；忘我的；不能理解的<br>动词 lose 的过去式和过去分词形式|He is hunting for his lost book.<br>She looked out of the window, sighing for her lost youth.<br>There is nothing we can do about it. It's a lost cause.<br>Nothing was the same any more. I felt lost.<br>The group is working to preserve old buildings that could otherwise be lost.<br>We cried for those lost in the battle.<br>The girls were lost in the music.<br>I was completely lost after the first paragragh.|他正在寻找一本丢失的书。<br>她看着窗外，为她失去的青春而惋惜。<br>我们已经无能为力了，它是注定要失败的。<br>一切都变了，我感到手足无措。<br>这个组织致力于保护古建筑，以使其避免被摧毁的命运。<br>我们为那些在战争中丧生的人哭泣。<br>那些女孩子完全沉浸在音乐中了。<br>看完第一段，我就完全不知所云了。|初中英语单词
初中英语单词|tell|英[tel] 美[tel]|v. 告诉；吩咐；讲述；表达；辨别；判断；泄露；告发；产生效果|It's very kind of you to tell me the truth.<br>Let me tell you some details about clearance.<br>Tell that joker to stop using my parking space.<br>He always does what his superiors tell him.<br>He wanted to tell the news to the world.<br>I always tell my daughter a story before she goes to sleep.<br>I can't tell you how happy I am.<br>Our sweetest songs are those that tell of saddnest thought.<br>It is hard to tell who is who in the parade.<br>I can never tell natural silk from artificial.<br>It's impossible to tell who will win the next election.<br>I can tell from the way you speak that you are from Australia.<br>You promised not to tell but you have done so.<br>You're saying you gonna tell on me?<br>If someone tried to blackmail me I would tell the police.<br>Your efforts are beginning to tell.<br>His unselfish work is beginning to tell.|你真好，告诉我这真相。<br>让我告诉你一些通关的细节。<br>叫那个家伙不要占用我的停车场。<br>他惟上级之命是从。<br>他要把这件事告诉每一个人。<br>女儿睡觉之前，我总讲故事给她听。<br>我无法向你表达我多么高兴。<br>我们最甜蜜的歌就是表达最苦恼思想的歌。<br>在游行队伍中很难分清谁是谁。<br>我不能分辨真丝和人造丝。<br>下届选举谁能获胜无法预知。<br>根据你说话的方式，我能判断你是澳大利亚人。<br>你曾保证过不泄露机密，可是你却把它泄露了出去。<br>你是说你想要告发我？<br>如果有人企图敲诈我，我就向警察告发。<br>你的努力正在开始产生效果。<br>他无私的工作开始产生效果。|初中英语单词
初中英语单词|round|英[raʊnd] 美[raʊnd]|adj. 圆的；球形的；丰满的；完整的；整数的；不确切的；大量的；坦率的；严厉粗暴的<br>adv. 环绕地；周长；调转方向；依次；到某处<br>prep. 围绕；在另一侧；四处<br>n. 一局（轮）；常规活动；巡视；圆形物；（由一人给大家买的）一巡饮料；一整片面包；一阵（掌声）；一发（子弹）<br>v. 绕行；弄圆；使成为整数|He put the apples on a round plate.<br>The earth is round because of gravity.<br>Eustacia slowly drew up her sleeve and disclosed her round white arm.<br>In round figures, you have $2000 left in your bank account.<br>The plan calls for a round sum of money.<br>My father gave me a round thrashing.<br>He stood there looking all round.<br>His waist measures forty inches round.<br>He turned his car round and steered for home.<br>They've moved all the furniture round.<br>I'll be round in an hour.<br>We've invited the Smiths round this evening.<br>The earth travels round the sun.<br>He knotted the tie round his neck.<br>Our house is round the next band.<br>He walked round the corner into the next street.<br>He showed me round the hospital.<br>The next round of peace talks will be held in Rome.<br>Let's have a good round of applause for the next performer.<br>I met the doctor on his round of sick calls.<br>Cut the bread into small rounds and give me two.<br>I'll buy you all a round of drinks!<br>He wins a round of applause when he end his speech.<br>We only have three rounds of ammunition left.<br>We rounded the corner at high speed.<br>Over millennia ice and water have rounded the stones.<br>The bill should have been $29.54 so I round it up to$30.|他把苹果放在一个圆盘子里。<br>地球是由于重力而成为球形的。<br>游苔莎慢慢地把衣袖卷起，把她那只圆润丰满的白胳膊露出来了。<br>以整数来计算，你银行里的存款还有 2000 美元。<br>这个计划需要一笔很可观的钱。<br>我父亲把我痛打了一顿。<br>他站在那儿环顾四周。<br>他腰围 40 英寸。<br>他调转车头把车开回家去。<br>他们把所有的家具搬动了一遍。<br>我在一小时后就到。<br>我们邀请了史密斯一家今晚来作客。<br>地球围绕太阳运转。<br>他把领带系在脖子上。<br>前面一拐弯就是我们家了。<br>他走过拐角，到了另一条街上。<br>他领我到医院的各处看了看。<br>新一轮的和平谈判在罗马举行。<br>咱们为下一个表演者热烈鼓掌吧。<br>我遇到了正在巡视病人的医生。<br>把面包切成小片，然后给我两片。<br>我要给你们每人买一份饮料！<br>演讲结束时他博得一阵掌声。<br>我们只剩下三发子弹了。<br>我们以高速度绕过拐角。<br>在数千年之间冰和水把石头侵蚀成圆形。<br>账单本来应该是 92.|初中英语单词
初中英语单词|mummy|英['mʌmi] 美['mʌmi]|n. 木乃伊<br>n. 妈妈（=mommy<美>）|There will be an Egyptian mummy show in that country.<br>Since then, organic materials ranging from Egyptian mummy hair to Stone Age sandals have been dated.<br>Mummy and Daddy will be back soon.<br>I got lots of things from Mummy.|那个国家将要展示埃及木乃伊。<br>自那时起，从埃及的木乃伊头发到石器时代的檀香木等有机物质的年代都已被确定。<br>妈妈爸爸就要回来了。<br>我从妈妈那里得到许多的东西。|初中英语单词
初中英语单词|pleasure|英['pleʒə(r)] 美['pleʒər]|n. 愉快；高兴；快事；（用于回答对方的感谢）荣幸<br>vt. 使高兴<br>vi. 高兴；享受快乐|She took no pleasure in her work.<br>I will remember this meeting with pleasure.<br>She seemed to take pleasure in our suffering.<br>It is a pleasure to work with you.<br>I really don't know how to pleasure him.<br>When a trainer uses positive training the animal comes on the set feeling that it will be a moment of pleasure and appreciation, of fun and grace.|她觉得自己的工作毫无乐趣。<br>我会愉快地记着这次的会晤。<br>她似乎对我们的痛苦幸灾乐祸。<br>和你一起工作真是件乐事。<br>我真不知道如何让他高兴。<br>当驯兽师用奖赏的方法对待他的动物时，动物对拍摄现场的感觉将是享受快乐，被人欣赏，是有趣和美妙的瞬间。|初中英语单词
初中英语单词|food|英[fuːd] 美[fud]|n. 食物；食品|What's your favorite food?<br>The scarcity of food forced prices up.<br>They were shoveling food into their mouths.<br>There is food and drink in plenty now.<br>I doled out the food to all the children.<br>The food should be kept at low temperature.|你最喜欢的食物是什么？<br>食物短缺促使物价上涨。<br>他们正大口大口地往嘴里塞食物。<br>现在有充足的食品和饮料。<br>我把食品发放给所有的孩子们。<br>这种食品应低温保存。|初中英语单词
初中英语单词|drink|英[drɪŋk] 美[drɪŋk]|v. 喝；饮<br>n. 饮料；酒；喝酒|It is harmful to your health to drink too much.<br>It's not good to drink on an empty stomach.<br>Let us drink to the health of our father.<br>The deer lowered its head to drink from the pond.<br>Cold tea makes an excellent drink in summer.<br>The management will provide food and drink.<br>My father's health was undermined by drink.<br>He has squandered all his savings on drink.<br>He will have a drink in the bar after work.|过量喝酒对你的身体有害。<br>空腹喝酒不好。<br>让我们举杯为父亲祝福。<br>鹿低下头去喝池塘里的水。<br>在夏天，凉茶是一种很好的饮料。<br>管理部门将供应饮食。<br>我爸爸的健康逐渐为酒所损害。<br>他把存的钱全买酒喝了。<br>下班之后他总去酒吧喝一杯。|初中英语单词
初中英语单词|hungry|英['hʌŋɡri] 美['hʌŋɡri]|adj. 饥饿的；渴望的|The smell of bread beckoned the hungry boy.<br>A lean and hungry cat came to our door.<br>Wall Street still wants people who are hungry and pushy.<br>The Friz is always hungry for adventure, and that's just what the class gets.|面包香味吸引著那个饥饿的男孩。<br>一只饥饿的瘦猫走到我家门口。<br>华尔街需要的是一些渴望的，积极进取的人。<br>弗瑞斯老师非常喜欢外出探险，而这也正是全班同学所渴望的。|初中英语单词
初中英语单词|thirsty|英['θɜːsti] 美['θɜːrsti]|adj. 口渴的；渴望的|He was thirsty for power.<br>The thirsty man craved for water.<br>Young man should be thirsty for knowledge.|他渴望拥有权力。<br>那个囗渴的人渴喝水。<br>青年人应该渴望知识。|初中英语单词
初中英语单词|water|英['wɔːtə(r)] 美['wɔːtər]|n. 水；海域；雨水；海水<br>v. 给……浇水；给……供水；加水稀释；充满眼泪；给……水喝|The rain water drips from the roof.<br>I satisfied my thirst with a glass of water.<br>Oceania is a separate landmass, but it is separated from Asia by very shallow water.<br>The rain water drips from the roof.<br>The sea water foams under the bow.<br>You can water the flowers every three days.<br>The valley is watered by a stream.<br>The owner of the pub was accused of watering the beer.<br>The smoke made my eyes water.|雨水从屋顶滴下来。<br>我喝了一杯水解渴。<br>大洋洲是一块单独的陆地，但它与亚洲之间只隔着很浅的海域。<br>雨水从屋顶滴下来。<br>海水在船首下面泛起浪花。<br>你可以每三天给花浇一次水。<br>这山谷有一条小溪流过。<br>有人指责酒店老板在啤酒里搀水。<br>烟使我的眼睛流泪。|初中英语单词
初中英语单词|eat|英[iːt] 美[iːt]|v. 吃；吃饭；喝|I often eat oatmeal as breakfast.<br>Do you always eat lunch at school?<br>If you eat too much chocolate you'll get fat.<br>The Chinese eat with chopsticks.<br>They usually eat out on Sundays.<br>Do you like to eat vegetable soup?|我经常吃燕麦粥当早饭。<br>你总是在学校吃午饭吗？<br>吃巧克力太多会发胖。<br>中国人用筷子吃饭。<br>星期天他们通常上馆子吃饭。<br>你喜爱喝清菜汤吗？|初中英语单词
初中英语单词|rice|英[raɪs] 美[raɪs]|n. 米；米饭；稻|Rice is our essential foodstuff in life.<br>His plate was piled high with rice.<br>He had some rice for supper.<br>Rice yields will be higher than last year.|大米是我们生活的基本食物。<br>他的盘子里盛满了米饭。<br>晚饭时他吃了一些米饭。<br>稻产量将高于去年。|初中英语单词
初中英语单词|bread|英[bred] 美[bred]|n. 面包<br>vt. 在……上撒面包屑|They had nothing to eat but stale bread.<br>I had a frugal meal of bread and cheese last night.<br>Bread the pork chops before frying them.|除了陈面包外，他们没有别的东西可吃。<br>我昨晚吃了只有面包和奶酪的便餐。<br>炸猪排前先在上面撒一点面包碎屑。|初中英语单词
